CID,MolecularWeight,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,Volume3D,FeatureCount3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,ConformerModelRMSD3D,EffectiveRotorCount3D,ConformerCount3D,Title,XLogP,XLogP_Source,Status,Formula,MW
166589,302.3,301.0782389,80.2,188,0,5,5,3,17,0,1,1,0,0,0,0,4,,,,,,,,,,,0,Pramipexole dihydrochloride monohydrate,,,Not applicable (ionic/extreme),C10H21Cl2N3OS,302.3
167446,359.9,359.1863361,60,301,0,3,5,12,24,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Cicloprolol Hydrochloride,,,Not applicable (ionic/extreme),C18H30ClNO4,359.9
169569,300.04,299.981031,109,103,0,6,11,0,16,0,0,0,0,0,0,0,10,,,,,,,,,,,0,Sodium phosphonatoformate hexahydrate,,,Not applicable (ionic/extreme),CH12Na3O11P,300.04
170321,634.9,634.434573,88.1,1010,0,2,7,14,46,0,0,0,0,0,0,0,1,516.2,15,2,2,0,2,3,6,1.4,14.6,10,Eldacimibe,11.6,PubChem XLogP,OK,C39H58N2O5,634.9
171548,244.31,244.0881636,104,298,0,3,4,5,16,0,3,3,0,0,0,0,1,182.8,9,3,2,1,0,2,1,0.8,6,10,Biotin,0.3,PubChem XLogP,OK,C10H16N2O3S,244.31
174174,289.4,289.1677936,49.8,353,0,1,4,5,21,0,3,2,1,0,0,0,1,228.6,6,2,1,0,1,2,0,0.8,6.2,10,Npc209773,1.8,PubChem XLogP,OK,C17H23NO3,289.4
176871,429.9,429.1455339,74.7,525,0,2,7,11,30,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Erlotinib Hydrochloride,,,Not applicable (ionic/extreme),C22H24ClN3O4,429.9
185462,569.6,569.1944195,155,839,0,3,12,11,40,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Bosentan Monohydrate,,,Not applicable (ionic/extreme),C27H31N5O7S,569.6
189729,440.5,440.2076238,130,596,0,3,7,13,30,0,2,2,0,0,0,0,1,339.1,10,5,1,1,1,2,0,1.2,15,10,Ceronapril,-0.7,PubChem XLogP,OK,C21H33N2O6P,440.5
190816,449.2,447.98703,83.6,735,0,1,6,2,28,0,1,0,1,0,0,0,1,291.2,10,4,1,0,0,4,1,0.6,2.6,10,Minalrestat,2.1,PubChem XLogP,OK,C19H11BrF2N2O4,449.2
204101,564.9,564.1412123,120,838,0,3,11,6,39,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Razaxaban Hydrochloride,,,Not applicable (ionic/extreme),C24H21ClF4N8O2,564.9
208850,451.5,451.1842315,188,439,0,8,10,10,32,0,3,2,1,0,0,0,2,,,,,,,,,,,0,Dobutamine Tartrate,,,Not applicable (ionic/extreme),C22H29NO9,451.5
208910,336.4,336.1031449,78.1,614,0,0,5,5,23,0,0,0,0,0,0,0,1,257.3,7,4,0,0,0,2,1,0.8,6,10,Firocoxib,2.2,PubChem XLogP,OK,C17H20O5S,336.4
216322,535,534.1822538,78.1,820,0,3,3,4,39,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Conivaptan Hydrochloride,,,Not applicable (ionic/extreme),C32H27ClN4O2,535
216457,480.6,480.2260367,107,617,0,2,7,6,35,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Solifenacin Succinate,,,Not applicable (ionic/extreme),C27H32N2O6,480.6
229455,406.6,406.2507949,43.4,703,0,0,3,5,30,0,6,6,0,0,0,0,1,325.7,7,2,0,0,0,5,0,0.8,6.8,10,Nandrolone Phenylpropionate,5.1,PubChem XLogP,OK,C27H34O3,406.6
247839,344.5,344.2351449,54.4,650,0,1,3,1,25,0,8,8,0,0,0,0,1,272.8,8,3,1,0,0,4,0,0.6,2.8,2,Medrysone,2.7,PubChem XLogP,OK,C22H32O3,344.5
259331,440.4,439.1680992,49.8,584,0,1,3,6,29,0,5,5,0,0,0,0,1,332.2,7,2,1,0,0,4,0,1,8.4,10,Estramustine,4,PubChem XLogP,OK,C23H31Cl2NO3,440.4
358641,543.6,543.1900028,212,653,0,4,13,8,38,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Sulfamethoxazole-trimethoprim mixt.,,,Not applicable (ionic/extreme),C24H29N7O6S,543.6
383414,1019.2,1018.440481,383,1740,0,13,14,17,71,0,10,0,10,0,0,0,1,,,,,,,,,,,0,Octreotide (USAN/INN),1,PubChem XLogP,OK,C49H66N10O10S2,1019.2
439693,268.27,268.117155,112,356,0,4,6,2,19,0,4,4,0,0,0,0,1,190.5,13,4,4,0,2,3,0,0.6,3.6,10,Pentostatin,-2.1,PubChem XLogP,OK,C11H16N4O4,268.27
441258,1139.3,1138.482739,457,1780,0,15,18,17,79,0,10,0,10,0,0,0,3,,,,,,,,,,,0,Sandostatin (TN),,,Not applicable (ionic/extreme),C53H74N10O14S2,1139.3
441278,285.4,285.2092645,23.5,414,0,1,2,2,21,0,3,3,0,0,0,0,1,235.2,6,0,1,0,1,3,1,0.6,3,10,Pentazocine,3.3,PubChem XLogP,OK,C19H27NO,285.4
441308,684.8,684.3833252,217,349,0,8,14,21,48,0,4,2,2,0,0,0,3,,,,,,,,,,,0,Metoprolol Tartrate,,,Not applicable (ionic/extreme),C34H56N2O12,684.8
441313,441.6,441.3202715,122,549,0,3,7,9,31,0,5,5,0,0,0,0,2,,,,,,,,,,,0,Perindopril Erbumine,,,Not applicable (ionic/extreme),C23H43N3O5,441.6
441314,207.22,207.1106726,104,179,0,5,6,3,14,0,4,4,0,0,0,0,1,150,12,5,5,0,1,1,0,0.6,4.2,10,Miglitol,-2.6,PubChem XLogP,OK,C8H17NO5,207.22
441325,681.8,681.00037,42.7,547,0,1,4,11,32,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Amiodarone Hydrochloride,,,Not applicable (ionic/extreme),C25H30ClI2NO3,681.8
441334,548.6,548.2403667,228,286,0,10,12,8,37,0,2,0,2,0,0,0,3,,,,,,,,,,,0,Terbutaline Sulfate,,,Not applicable (ionic/extreme),C24H40N2O10S,548.6
441336,521.4,520.1419441,93.8,1020,0,1,6,5,35,0,8,8,0,0,0,0,1,375.2,11,5,1,0,0,5,0,1,6.4,3,Mometasone Furoate,3.9,PubChem XLogP,OK,C27H30Cl2O6,521.4
441348,307.21,306.0901833,55.6,259,0,2,4,7,19,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Chloroprocaine Hydrochloride,,,Not applicable (ionic/extreme),C13H20Cl2N2O2,307.21
441350,195.21,195.0895433,83.6,211,0,3,4,3,14,0,1,1,0,0,0,0,1,151.8,7,2,2,1,1,1,0,0.6,3,8,Metyrosine,-1.6,PubChem XLogP,OK,C10H13NO3,195.21
441351,609.7,608.31887,59,898,0,1,6,6,39,0,10,10,0,0,0,0,2,,,,,,,,,,,0,Rocuronium Bromide,,,Not applicable (ionic/extreme),C32H53BrN2O4,609.7
441358,299.8,299.1440774,12,307,0,2,1,3,21,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Nortriptyline Hydrochloride,,,Not applicable (ionic/extreme),C19H22ClN,299.8
441361,236.64,236.0739264,90.3,166,0,5,7,5,14,0,1,0,1,0,0,0,3,,,,,,,,,,,0,"Ornithine, 2-(difluoromethyl)-, hydrochloride, hydrate (1:1:1)",,,Not applicable (ionic/extreme),C6H15ClF2N2O3,236.64
441401,337.35,337.1437843,71.1,472,0,1,6,4,24,0,1,1,0,0,0,0,1,252.6,8,3,1,0,1,3,0,0.8,7,10,Linezolid,0.7,PubChem XLogP,OK,C16H20FN3O4,337.35
441411,219.66,219.066221,72.7,154,0,5,4,3,14,0,1,1,0,0,0,0,2,,,,,,,,,,,0,(-)-Epinephrine hydrochloride,,,Not applicable (ionic/extreme),C9H14ClNO3,219.66
443872,414.5,414.2042387,82.2,907,0,0,6,2,30,0,8,8,0,0,0,0,1,310.9,9,4,0,0,0,5,0,0.8,4.2,2,Eplerenone,1.4,PubChem XLogP,OK,C24H30O6,414.5
443873,513.1,512.1206421,149,644,0,3,8,11,33,0,3,3,0,0,0,0,2,,,,,,,,,,,0,Temocapril Hydrochloride,,,Not applicable (ionic/extreme),C23H29ClN2O5S2,513.1
443879,325.5,325.2405646,23.5,340,0,1,2,7,24,0,1,1,0,0,0,0,1,274.6,6,0,1,0,1,2,2,0.8,7,10,Tolterodine,5.6,PubChem XLogP,OK,C22H31NO,325.5
443939,580,579.1507385,206,977,0,7,12,5,40,0,6,6,0,0,0,0,2,,,,,,,,,,,0,Doxorubicin Hydrochloride,,,Not applicable (ionic/extreme),C27H30ClNO11,580
443958,502.6,502.2366816,99.1,1090,0,1,8,4,36,0,8,8,0,0,0,0,1,375.9,13,6,1,0,0,6,0,1,6.2,5,Amcinonide,3.6,PubChem XLogP,OK,C28H35FO7,502.6
444020,267.28,267.131802,154,263,0,8,8,5,18,0,5,5,0,0,0,0,1,189.9,17,7,8,0,1,1,0,0.8,6.2,10,Voglibose,-4.1,PubChem XLogP,OK,C10H21NO7,267.28
444025,466.9,466.175831,99.1,882,0,1,7,7,32,0,7,7,0,0,0,0,1,343.8,8,3,1,0,0,4,0,1,8.4,4,Loteprednol Etabonate,3.9,PubChem XLogP,OK,C24H31ClO7,466.9
444030,507.5,506.15689,55.6,607,0,2,3,7,33,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Darifenacin Hydrobromide,,,Not applicable (ionic/extreme),C28H31BrN2O2,507.5
444031,426.5,426.2307282,55.6,607,0,1,3,7,32,0,1,1,0,0,0,0,1,340.6,9,2,1,0,1,5,0,1,8.6,10,Darifenacin,4.6,PubChem XLogP,OK,C28H30N2O2,426.5
444305,150.09,150.0164379,115,134,0,4,6,3,10,0,2,2,0,0,0,0,1,102,10,6,2,2,0,0,0,0.6,3,9,L-Tartaric acid,-1.9,PubChem XLogP,OK,C4H6O6,150.09
444795,300.4,300.2089301,37.3,567,0,1,2,5,22,0,0,0,0,4,4,0,1,258.7,7,2,0,1,0,1,3,0.8,5.8,10,Retinoic Acid,6.3,PubChem XLogP,OK,C20H28O2,300.4
444972,116.07,116.0109586,74.6,119,0,2,4,2,8,0,0,0,0,1,1,0,1,84.1,6,4,0,2,0,0,0,0.4,2,5,Fumaric Acid,-0.3,PubChem XLogP,OK,C4H4O4,116.07
445639,282.5,282.2558803,37.3,234,0,1,2,15,20,0,0,0,0,1,1,0,1,252.5,4,2,0,1,0,0,1,1.4,15,10,Oleic Acid,6.5,PubChem XLogP,OK,C18H34O2,282.5
448537,268.3,268.1463299,40.5,286,0,2,2,4,20,0,0,0,0,1,1,0,1,224.1,6,0,2,0,0,2,2,0.6,4,3,Diethylstilbestrol,5.1,PubChem XLogP,OK,C18H20O2,268.3
451415,811.9,811.34152,217,1530,0,4,16,10,58,0,13,13,0,0,0,0,1,,,,,,,,,,,0,Aclarubicin,3.8,PubChem XLogP,OK,C42H53NO15,811.9
460612,305.2,304.0745332,66.6,265,0,2,4,8,19,0,1,1,0,0,0,0,1,224.8,7,2,1,1,2,1,0,0.8,8,10,Melphalan,-0.5,PubChem XLogP,OK,C13H18Cl2N2O2,305.2
467825,437.5,437.1121877,116,657,0,1,8,6,31,0,2,2,0,0,0,0,1,328.8,11,3,1,0,2,4,1,0.8,6,10,Ravuconazole,3.5,PubChem XLogP,OK,C22H17F2N5OS,437.5
472335,393.3,393.0960852,126,861,0,1,7,1,29,0,1,1,0,0,0,0,1,282.6,14,6,1,1,0,5,1,0.8,2.8,1,Rubitecan,0.8,PubChem XLogP,OK,C20H15N3O6,393.3
493570,376.4,376.1382844,155,680,0,5,7,5,27,0,3,3,0,0,0,0,1,273,16,7,6,0,0,3,0,0.8,5,10,Riboflavin,-1.5,PubChem XLogP,OK,C17H20N4O6,376.4
517321,330.8,330.1710204,64.8,295,0,2,5,10,22,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Proparacaine Hydrochloride,,,Not applicable (ionic/extreme),C16H27ClN2O3,330.8
610479,261.7,261.0556563,49.3,298,0,2,3,3,18,0,0,0,0,0,0,0,1,197.6,7,2,1,1,1,2,0,0.6,3,10,Tolfenamic Acid,5.2,PubChem XLogP,OK,C14H12ClNO2,261.7
636362,534,533.1452592,177,912,0,6,10,3,37,0,6,6,0,0,0,0,2,,,,,,,,,,,0,Idarubicin Hydrochloride,,,Not applicable (ionic/extreme),C26H28ClNO9,534
636380,1728.1,1726.770777,901,3330,0,9,52,20,101,0,25,25,0,0,0,0,11,,,,,,,,,,,0,Fondaparinux Sodium,,,Not applicable (ionic/extreme),C31H43N3Na10O49S8,1728.1
636397,627.6,627.2315756,204,1120,0,5,13,7,45,0,7,7,0,0,0,0,1,450,22,10,5,0,1,6,0,1.2,10.2,10,"(8S,10S)-10-(((2R,4S,5S,6S)-4-amino-6-methyl-5-(((S)-tetrahydro-2H-pyran-2-yl)oxy)tetrahydro-2H-pyran-2-yl)oxy)-6,8,11-trihydroxy-8-(2-hydroxyacetyl)-1-methoxy-7,8,9,10-tetrahydrotetracene-5,12-dione",2.7,PubChem XLogP,OK,C32H37NO12,627.6
636399,244.72,244.0978555,56.5,201,0,3,4,4,16,0,1,0,1,0,0,0,2,,,,,,,,,,,0,Safrazine Hydrochloride,,,Not applicable (ionic/extreme),C11H17ClN2O2,244.72
643975,785.5,785.1571354,356,1560,0,9,20,13,53,0,7,7,0,0,0,0,1,,,,,,,,,,,0,Flavin Adenine Dinucleotide,-5,PubChem XLogP,OK,C27H33N9O15P2,785.5
656583,329.4,329.1990937,76.8,692,0,2,4,0,24,0,8,8,0,0,0,0,1,252.5,9,3,2,0,0,4,0,0.6,1.8,1,Trilostane,2.9,PubChem XLogP,OK,C20H27NO3,329.4
656609,477.5,477.2183256,175,714,0,8,10,6,33,0,3,3,0,0,0,0,5,,,,,,,,,,,0,Taltirelin tetrahydrate,,,Not applicable (ionic/extreme),C17H31N7O9,477.5
656631,463.4,462.09766,61.6,582,0,2,3,6,28,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Eletriptan Hydrobromide,,,Not applicable (ionic/extreme),C22H27BrN2O2S,463.4
656652,283.33,283.1644396,91.6,415,0,1,4,2,20,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Oxtriphylline,,,Not applicable (ionic/extreme),C12H21N5O3,283.33
656664,320.8,320.1291556,45.3,400,0,2,3,3,22,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Tropisetron hydrochloride,,,Not applicable (ionic/extreme),C17H21ClN2O2,320.8
656677,556.6,556.2301959,230,268,0,12,14,8,37,0,2,0,2,0,0,0,5,,,,,,,,,,,0,Isoproterenol Sulfate,,,Not applicable (ionic/extreme),C22H40N2O12S,556.6
656684,484,483.193627,87.1,581,0,3,8,9,33,0,2,0,2,0,0,0,2,,,,,,,,,,,0,"Benzamide, 4-amino-5-chloro-N-[(3R,4S)-1-[3-(4-fluorophenoxy)propyl]-3-methoxy-4-piperidinyl]-2-methoxy-, hydrate (1:1), rel-",,,Not applicable (ionic/extreme),C23H31ClFN3O5,484
656783,247.72,247.0975211,72.7,187,0,5,4,4,16,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Levisoprenaline hydrochloride,,,Not applicable (ionic/extreme),C11H18ClNO3,247.72
656845,490.6,490.2104257,163,338,0,2,6,8,33,0,4,0,4,0,0,0,3,,,,,,,,,,,0,Pentobarbital Calcium,,,Not applicable (ionic/extreme),C22H34CaN4O6,490.6
656846,1209.4,1208.484636,232,817,0,9,15,22,86,0,4,4,0,0,0,0,6,,,,,,,,,,,0,Atorvastatin hemicalcium trihydrate,,,Not applicable (ionic/extreme),C66H74CaF2N4O13,1209.4
657201,362.3,361.16164,26.3,318,0,0,3,7,21,0,2,2,0,0,0,0,2,,,,,,,,,,,0,Anisotropine methylbromide,,,Not applicable (ionic/extreme),C17H32BrNO2,362.3
657298,170.23,170.0513841,73.2,222,0,2,2,2,11,0,0,0,0,0,0,0,1,130.4,6,2,2,0,0,1,1,0.4,2,9,Propylthiouracil,0.8,PubChem XLogP,OK,C7H10N2OS,170.23
657348,413.5,413.195071,102,535,0,3,7,3,30,0,2,2,0,0,0,0,2,,,,,,,,,,,0,(-)-Physostigmine salicylate,,,Not applicable (ionic/extreme),C22H27N3O5,413.5
667467,315.9,315.0848484,28.5,381,0,0,2,3,21,0,0,0,0,1,1,0,1,246.4,4,0,0,0,1,3,0,0.6,3.2,10,Chlorprothixene,5.2,PubChem XLogP,OK,C18H18ClNS,315.9
667476,266.3,266.1306798,40.5,318,0,2,2,3,20,0,0,0,0,2,2,0,1,222.6,6,0,2,0,0,2,2,0.6,3,3,Dienestrol,5.4,PubChem XLogP,OK,C18H18O2,266.3
667484,244.29,244.1211778,44.1,277,0,0,3,5,18,0,1,1,0,0,0,0,1,197.6,4,1,0,0,1,2,0,0.6,5,10,Etomidate,3,PubChem XLogP,OK,C14H16N2O2,244.29
1349907,114.17,114.0251694,47.4,119,0,1,1,0,7,0,0,0,0,0,0,0,1,86,3,1,1,0,0,1,0,0.4,0,1,Methimazole,-0.3,PubChem XLogP,OK,C4H6N2S,114.17
1547484,368.5,368.2252489,6.5,429,0,0,2,6,28,0,0,0,0,1,1,0,1,307.8,6,0,0,0,2,4,0,0.8,7.2,10,Cinnarizine,5.8,PubChem XLogP,OK,C26H28N2,368.5
1548887,356.4,356.0882437,73.6,616,0,1,5,4,25,0,1,0,1,1,1,0,1,276.7,7,3,0,1,0,3,0,0.8,4,5,Sulindac,3.4,PubChem XLogP,OK,C20H17FO3S,356.4
1549008,291.4,291.1986998,3.2,428,0,0,1,5,22,0,0,0,0,1,1,0,1,253.5,4,0,0,0,1,2,1,0.6,4,10,Terbinafine,5.6,PubChem XLogP,OK,C21H25N,291.4
1549120,319.4,319.0336856,115,519,0,1,5,4,21,0,0,0,0,2,2,0,1,240.8,8,4,0,1,0,2,1,0.6,4.4,10,Epalrestat,3.8,PubChem XLogP,OK,C15H13NO3S2,319.4
2723754,234.72,234.0923762,38.9,229,0,2,2,0,16,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Tacrine Hydrochloride,,,Not applicable (ionic/extreme),C13H15ClN2,234.72
2723885,396.9,396.1815851,47.6,457,0,4,6,4,27,0,4,3,1,0,0,0,4,,,,,,,,,,,0,Quinine hydrochloride hydrate,,,Not applicable (ionic/extreme),C20H29ClN2O4,396.9
2724385,780.9,780.4296067,203,1450,0,6,14,7,55,0,21,21,0,0,0,0,1,,,,,,,,,,,0,Digoxin,1.3,PubChem XLogP,OK,C41H64O14,780.9
2735102,498.4,498.1697036,248,281,0,10,16,7,34,0,5,5,0,0,0,0,5,,,,,,,,,,,0,Nicotine Bitartrate,,,Not applicable (ionic/extreme),C18H30N2O14,498.4
3001055,314.41,314.1412618,112,347,0,2,7,9,21,0,0,0,0,1,1,0,1,243.5,10,3,2,1,3,1,0,1,10,10,Ranitidine,0.3,PubChem XLogP,OK,C13H22N4O3S,314.41
3032285,254.35,254.108899,90.3,346,0,2,3,5,17,0,1,0,1,0,0,0,1,197.9,9,3,2,0,0,1,3,0.8,5.6,10,Thiamylal,3.2,PubChem XLogP,OK,C12H18N2O2S,254.35
3033053,245.36,245.1779644,46.3,305,0,2,2,0,18,0,3,3,0,0,0,0,1,198,5,0,2,0,1,2,0,0.6,1.4,2,Dezocine,3.7,PubChem XLogP,OK,C16H23NO,245.36
3033332,350.87,350.1179395,112,347,0,3,7,9,22,0,0,0,0,1,1,0,2,,,,,,,,,,,0,Ranitidine Hydrochloride,,,Not applicable (ionic/extreme),C13H23ClN4O3S,350.87
3033637,331.5,331.1136673,140,349,0,2,8,9,21,0,0,0,0,1,1,0,1,250.3,10,3,2,1,3,1,0,1,10,10,Nizax,1.6,PubChem XLogP,OK,C12H21N5O2S2,331.5
3033690,897.2,896.1606419,256,582,0,0,12,14,59,0,6,6,0,0,0,0,3,,,,,,,,,,,0,Zofenopril Calcium,,,Not applicable (ionic/extreme),C44H44CaN2O8S4,897.2
3033702,438.6,438.1283143,158,620,0,3,8,8,29,0,3,3,0,0,0,0,1,327.2,12,5,1,2,1,3,0,1,10.6,10,Spiraprilat,0.3,PubChem XLogP,OK,C20H26N2O5S2,438.6
3033824,295.76,295.1186505,90.2,311,0,4,6,4,19,0,5,5,0,0,0,0,2,,,,,,,,,,,0,Celgosivir Hydrochloride,,,Not applicable (ionic/extreme),C12H22ClNO5,295.76
3034010,495.7,495.3923738,81.7,579,0,1,5,23,35,0,4,4,0,0,0,0,1,,,,,,,,,,,0,Orlistat,10,PubChem XLogP,OK,C29H53NO5,495.7
3035241,323.82,323.1400546,67.6,409,0,2,4,3,22,0,2,0,2,0,0,0,1,241.1,9,2,2,0,2,3,0,0.8,5.4,10,4-amino-N-(1-azabicyclo[3.3.1]nonan-4-yl)-5-chloro-2-methoxybenzamide,2.1,PubChem XLogP,OK,C16H22ClN3O2,323.82
3037122,548.6,548.1828518,179,694,0,3,11,10,38,0,3,3,0,0,0,0,2,,,,,,,,,,,0,Diltiazem Malate,,,Not applicable (ionic/extreme),C26H32N2O9S,548.6
3038222,659.7,659.2789197,290,710,0,13,16,15,46,0,10,9,1,0,0,0,2,,,,,,,,,,,0,Dobutamine Lactobionate,,,Not applicable (ionic/extreme),C30H45NO15,659.7
3052775,267.35,267.0929146,74.8,305,0,2,4,2,18,0,1,1,0,0,0,0,2,,,,,,,,,,,0,Rasagiline Mesylate,,,Not applicable (ionic/extreme),C13H17NO3S,267.35
3058754,397.4,397.070797,95.6,596,0,1,8,5,27,0,0,0,0,0,0,0,1,281.8,8,4,1,0,0,3,0,0.8,5,10,Deracoxib,2.8,PubChem XLogP,OK,C17H14F3N3O3S,397.4
3086651,742.4,741.3360546,189,1090,0,5,10,17,49,0,5,5,0,0,0,0,2,,,,,,,,,,,0,Zankiren Hydrochloride,,,Not applicable (ionic/extreme),C35H56ClN5O6S2,742.4
4659569,273.24,273.0637225,103,372,0,2,5,2,20,0,0,0,0,0,0,0,1,204.8,8,3,2,1,0,2,0,0.6,3,6,Tolcapone,3.3,PubChem XLogP,OK,C14H11NO5,273.24
5018304,318.1,316.9986282,52.2,310,0,1,3,4,20,0,0,0,0,0,0,0,2,,,,,,,,,,,0,Diclofenac sodium,,,Not applicable (ionic/extreme),C14H10Cl2NNaO2,318.1
5280360,352.5,352.2249741,94.8,469,0,3,5,12,25,0,4,4,0,2,2,0,1,291.2,12,5,2,1,0,1,3,1.2,12.8,10,Prostaglandin E2,2.8,PubChem XLogP,OK,C20H32O5,352.5
5280427,352.5,352.2249741,87,484,0,3,5,10,25,0,5,5,0,2,1,1,1,286.2,13,5,2,1,0,2,3,1,11,10,"5-[(3aR,4R,5R,6aS)-5-hydroxy-4-[(E,3S)-3-hydroxyoct-1-enyl]-3,3a,4,5,6,6a-hexahydrocyclopenta[b]furan-2-ylidene]pentanoic acid",2.9,PubChem XLogP,OK,C20H32O5,352.5
5280453,416.6,416.3290453,60.7,688,0,3,3,6,30,0,6,6,0,2,2,0,1,345.7,12,3,3,0,0,3,3,1,8,10,Calcitriol,5.1,PubChem XLogP,OK,C27H44O3,416.6
5280483,450.7,450.3497807,34.1,696,0,0,2,14,33,0,2,0,2,1,1,0,1,391,8,2,0,0,0,2,4,1.6,14,10,Vitamin K,10.9,PubChem XLogP,OK,C31H46O2,450.7
5280723,354.5,354.2406242,94.8,432,0,3,5,13,25,0,4,4,0,1,1,0,1,292.9,13,5,2,1,0,1,4,1.2,13.8,10,Alprostadil,3.2,PubChem XLogP,OK,C20H34O5,354.5
5280754,1202.6,1201.841368,279,2330,0,5,12,15,85,0,12,0,12,1,1,0,1,,,,,,,,,,,0,Cyclosporine (USP),7.5,PubChem XLogP,OK,C62H111N11O12,1202.6
5280793,396.6,396.339216,20.2,678,0,1,1,5,29,0,6,6,0,3,3,0,1,341.1,8,1,1,0,0,3,3,0.8,7,10,Ergocalciferol,7.4,PubChem XLogP,OK,C28H44O,396.6
5280795,384.6,384.339216,20.2,610,0,1,1,6,28,0,5,5,0,2,2,0,1,330.1,8,1,1,0,0,3,3,1,8,8,Vitamin D3,7.9,PubChem XLogP,OK,C27H44O,384.6
5280954,634.7,634.2890309,118,1080,0,1,10,11,46,0,6,6,0,1,1,0,1,480.1,16,7,1,0,2,6,0,1.2,12.6,10,Rescinnamine,4.5,PubChem XLogP,OK,C35H42N2O9,634.7
5280965,924.1,923.4878499,320,1670,0,12,18,3,65,0,19,19,0,7,7,0,1,,,,,,,,,,,0,Amphotericin B,0,PubChem XLogP,OK,C47H73NO17,924.1
5281004,430.5,430.2355388,93.1,862,0,2,6,4,31,0,9,8,1,0,0,0,1,325.8,14,6,2,0,0,5,1,0.8,5.6,6,Budesonide,2.5,PubChem XLogP,OK,C25H34O6,430.5
5281037,424.5,424.1456784,121,618,0,2,6,10,30,0,0,0,0,1,1,0,1,331.5,11,4,0,2,1,3,1,1,10,10,Eprosartan,4.5,PubChem XLogP,OK,C23H24N2O4S,424.5
5281055,473.5,473.1256713,171,587,0,3,10,9,33,0,1,0,1,1,1,0,2,,,,,,,,,,,0,Rosiglitazone Maleate,,,Not applicable (ionic/extreme),C22H23N3O7S,473.5
5281065,885.2,884.500287,231,561,0,6,14,30,60,0,2,0,2,1,1,0,3,,,,,,,,,,,0,Ibutilide Fumarate,,,Not applicable (ionic/extreme),C44H76N4O10S2,885.2
5281068,390.9,390.1346349,90.7,368,0,2,6,7,27,0,1,0,1,1,1,0,2,,,,,,,,,,,0,Chlorpheniramine Maleate,,,Not applicable (ionic/extreme),C20H23ClN2O4,390.9
5281074,489.6,489.3301675,185,527,0,8,9,15,34,0,5,5,0,2,2,0,2,,,,,,,,,,,0,Carboprost Tromethamine,,,Not applicable (ionic/extreme),C25H47NO8,489.6
5281077,144.6,144.0341926,20.2,154,0,1,1,3,9,0,1,0,1,1,1,0,1,115.6,4,1,1,0,0,0,2,0.4,2,10,Ethchlorvynol,1.5,PubChem XLogP,OK,C7H9ClO,144.6
5281078,433.5,433.2100523,94.5,646,0,1,8,10,31,0,0,0,0,1,1,0,1,336.7,10,4,1,0,1,3,1,1.2,11.6,10,Mycophenolate Mofetil,3.2,PubChem XLogP,OK,C23H31NO7,433.5
5281081,305.29,305.1011706,130,500,0,2,6,4,22,0,0,0,0,1,1,0,1,230.6,8,4,2,1,0,1,0,0.8,6,10,Entacapone,2.1,PubChem XLogP,OK,C14H15N3O5,305.29
5281104,416.6,416.3290453,60.7,676,0,3,3,5,30,0,7,7,0,2,2,0,1,346.2,12,3,3,0,0,3,3,1,7.2,10,Paricalcitol,5,PubChem XLogP,OK,C27H44O3,416.6
5282183,562.1,561.2645865,57.5,928,0,0,4,13,40,0,0,0,0,2,2,0,1,455.4,11,3,0,0,0,3,5,1.8,14,10,Indomethacin farnesil,9.8,PubChem XLogP,OK,C34H40ClNO4,562.1
5282193,1076.6,1075.419309,289,1480,0,5,18,27,76,0,1,0,1,2,2,0,3,,,,,,,,,,,0,Proglumetacin Maleate,,,Not applicable (ionic/extreme),C54H66ClN5O16,1076.6
5282226,500.5,500.2385733,96.2,693,0,3,9,13,35,0,5,5,0,2,2,0,1,385.4,12,5,3,0,0,2,2,1.8,15,10,Travoprost,,,PubChem lookup failed,,
5282315,822,821.4925413,179,1480,0,4,13,7,58,0,14,14,0,2,2,0,2,,,,,,,,,,,0,Tacrolimus Hydrate,,,Not applicable (ionic/extreme),C44H71NO13,822
